text,target
bodrumda yarrağa doymadı,PROFANITY
binmesini bilirsen eyersiz ata binersin konuşmasını bilirsen her karıyı sikersin,PROFANITY
sen kadınsın otur ve çocuklarına bak,SEXIST
kadınlar erkeklere göre daha dayanıksızdır,SEXIST
erkek değilmi hepsi aynı,SEXIST
yamyam gibi bakıyolar kadınlara,INSULT
Tavşan dağa küsmüş dağda çokta sikimde demiş,PROFANITY
sirke surat,INSULT
Keseye kadın eli girerse bereketi gider,SEXIST
sikerim ben onun kahrını belasını karanlık gecelerde anasını kızını,PROFANITY
çalışmak senin neyine be kadın,SEXIST
Kardeş yürek yağı karı çarık bağı,SEXIST
Suriyeliler barbardır,RACIST
Türkiyedeki dilenci sayısı azdı bu yüzden Suriyeli dilenciler boşlukları doldurdular,RACIST
Amerikayı Yahudiler yönetmekte ve Müslümanlara gerekli hakları vermemektedir,RACIST
amının dudaklarını dizine indiririm,PROFANITY
Kendi ülkelerinde kadınlara nasıl davranıyorlarsa bize de öyle davranacaklar ülkeyi Afganistan’a çevirecekler,RACIST
Laz Kürtün deniz görmüş halidir,RACIST
bekçilik kadrosuna kadın olduğum için alınmadım,SEXIST
Oğlan olsun ki soyumuzu devam ettirsin,SEXIST
kadın kocasından iki adım geriden yürümeli,SEXIST
sendeki inat kürtlerde yok,RACIST
kadın gibi kıvırtma,SEXIST
kadınların yaptığı işler sıkıntılı oluyor,SEXIST
pis mahluk,INSULT
kadınları okula göndermeyin ev işi öğretin,SEXIST
Erkeğin sözünün üzerine söz söylenmez,SEXIST
Kizlik soyadimi kullanmadim,SEXIST
O kucucuk beyninle bunu nasil cozmeyi dusunuyorsun?,INSULT
gâvur orucu gibi uzamak,RACIST
Takunya tak tak orospu kaltak,PROFANITY
suriyeliler bizim içn ne kadar tehlikeli görmüyor musunuz,RACIST
beyaz insanlar siyah insanlardan daha zekiler,RACIST
Böyle giderse ailesi onu reddedecek,INSULT
ne göt insanlar var sik sik doymaz,PROFANITY
Ermeni gelini gibi,RACIST
hanımcılar kadın aklıyla hareket edip nereye varacak,SEXIST
Türk barbarlığı yapmayın arkadaşlar,RACIST
senin koğuş ağasının amına koyum,PROFANITY
İzmirin Havasıyla Kızına Güven Olmaz,RACIST
seni seven kalbimin atomunu sikeyim,PROFANITY
Vasat karı bir işide beceremez misin ?,INSULT
çok fazla tuzlu yarrak yeme,PROFANITY
"benim kürt arkadaşlarım da var, sandığınız gibi kötü değiller",RACIST
İçeceksin şarabı sikeceksin arabı,PROFANITY
senin donunun ütü izini sikeyim,PROFANITY
Adam kullanmayı seven menfaatçi çıkarcı tanısam çorumlu çıkıyor,RACIST
götüne söz hakkı vermedim,PROFANITY
Boyundan büyük işlere kalkışma,INSULT
uçarken gölgesi bunlardan yana düşen kuşun kanadını sikeyim,PROFANITY
götünde domatesi salça yapana kadar sikerim,PROFANITY
Çin korkusundan Çin Seddi yapmış korkak bir millettir,RACIST
seni bi sikerim kaçacak delik ararsın,PROFANITY
elin siki ile gerdeğe girilmez,PROFANITY
Varoş musun bu nasıl konuşma tarzı ?,INSULT
Sakar beceriksiz hiçmi öğrenmedin,INSULT
sen ne uyuz birisin,INSULT
Bu pis yemekleri hep Hintliler yapar.,RACIST
bütün sülaleni bir çuvala koyar ilk hareket edeni sikerim,PROFANITY
Düzgün elbise giyin at hırsızı gibi dolaşma ortada,INSULT
Latinler Amerikada statü sahibi olmak için kendilerini Amerikalı görüp Latin kimliklerini gizlemeye çalışmaktadır,RACIST
Kocanın vurduğu yerde gül biter,SEXIST
Oğlum olsan kimlik çıkartmam,INSULT
sikik at kafası,PROFANITY
anam avradım olsun benim dediğim olacak,PROFANITY
Bırak sen yapamazsın,INSULT
hepinizi şişenin içie koyar sallar sallar ilk çıkanı sikerim,PROFANITY
kulağındaki deliği sikerim,PROFANITY
sendeki aklı kuşa tak ters uçar,INSULT
Timsah gözyaşlarına bu sefer kanmam,INSULT
müslümanlar barbar milletlerdir,RACIST
ananı satayım senin,PROFANITY
hanzo> gibisin=,INSULT
bu olayda bizi dolandıracağını tahmin etmeliydim o sahtekarın,INSULT
Sokak sanatçıları Kürt şarkı söylüyorken bir Türk genci onlara sözlü hakaret etmeye başladı,RACIST
yarrağımın siki,PROFANITY
Anaforcusun resmen,INSULT
Beyinsiz olduğunu bu kadar belli etme,INSULT
van kedisi gözlü,INSULT
keçi< gibi inatçısın,INSULT
Orrospu çocuğu topa öyle= mi vurulur,PROFANITY
seni ters yatırıp düzden sikerim,PROFANITY
Kadın orospu olduktan sonra kapı dayak mı tutar,SEXIST
Türkün aklı sonradan gelir&,RACIST
Sen bir basarisizlik ornegisin,INSULT
meraklı melahat mısın sen,INSULT
Kürdün kocayanına keçi güttürürler,RACIST
Açık saçık giyinip gece dışarı çıkamaz bir kadın,SEXIST
dışın taş gibi olsa da için çürük bilesin,INSULT
Kadının fendi erkeği yendi derler,SEXIST
Canımınızı hristiyana yahudiye hatta ateiste emanet= ettik,RACIST
Bütün Müslümanlar teröristtir,RACIST
demirden yarak olsa gotunde kirilir,PROFANITY
Sikimsonik bi olay,PROFANITY
leyla verse de sikeyim vermese de sikeyim,PROFANITY
zebra kılıklı orospu çocuğu,PROFANITY
kıl yumağı,INSULT
Bilmediğin işlere burnunu sokma,INSULT
Evi yanmış Ermeni gibi bağırıyordu.,RACIST
çok yapmacıksın,INSULT
30 yaşını geçmiş bir kadın bu saaten sonra zor evlenir,SEXIST
Bok bile senden daha degerli,INSULT
Öküz önüne baksana,INSULT
kadın eğitmek zor işmiş,SEXIST
suriyelilere ev mev yok,RACIST
eşekle dolaşan kahpenin evladı,PROFANITY
Evlat olsa sevilmez bu ne çirkinlik,INSULT
Kocasına oğlan doğurmak kadının en büyük vazifesidir,SEXIST
Avrat var zavranı zort avrat var hazreti mülk,SEXIST
Mutlu edemiyorsanız rüzgar yapmayın amına çaktıklarım,PROFANITY
ananın amına çöp şiş girsin,PROFANITY
Sevişti bir bakir ile bir bakire; erkeğe milli dediler kıza fahişe,PROFANITY
Lütfen ruh hastası orospu çoçuğuysan huzurmu bozma,PROFANITY
kadın kocasından daha fazla maaş kazanamaz,SEXIST
Fakirin karnı doydu mu siki kalkar,PROFANITY
yalnızca beyazlar içindir,RACIST
götten bacak,PROFANITY
bok kafalı montofon ineği,PROFANITY
kürt balta ile saat onarır,RACIST
Naziler dikdatördür,RACIST
Erkek kuş gezer havaî havaî dişi kuş yapar yuvayı,SEXIST
sikim hıyar desem tuzla koşarsın,PROFANITY
sofraya once erkekler oturur,SEXIST
Pezevengin karısı orospudur,PROFANITY
Ne biçim insanlarsınız,INSULT
benim için bu işi iyice gavur eziyetine dönüştürdüler,RACIST
Tarla olsan ekilmessin arpa olsan biçilmessin,INSULT
Çinlilerin yemekleri iğrenç,RACIST
seni karı diye sikenin amına koyayım,PROFANITY
yamuk tip,INSULT
seni de adam sandık kahpe çıktın,SEXIST
Beni germeyin orospu çoçukları,PROFANITY
kadınlar eşlerine hesap vermek zorundadır,SEXIST
kürtlerde bir bitmedi,RACIST
agzina salincak kurup sikeyim,PROFANITY
Yüzüne bakılacak biri değilsin,INSULT
sen bu kilolarınla yuvarlansan duramazsın şişko,INSULT
Neye küfür edeceğimi şaşırdım amına koyayım herşey küfürlük,PROFANITY
Senin gibi biri buradan ilerleyemez,INSULT
senin tapunu sikerim,PROFANITY
senin o işid militanı sakalına sıçarım orospu çıktısı,PROFANITY
Yarrak beynine sokarım,PROFANITY
Çok iyiyimBazılarının götüne girsin bu bilgi,PROFANITY
Kızımın bir zenci ile evlenmesine asla izin= vermem,RACIST
estetik ameliyati ol bence,INSULT
Karısını siktiren gavat,PROFANITY
Üzerinde aynı çuval giymiş gibi olmuş,INSULT
eşşeğin amını şelaleye dayadınız amına koyuyum,PROFANITY
Kız dediğin erkeğin sözünü dinler,SEXIST
Kadınların problem çözme yetisi erkeklere göre zayıftır,SEXIST
götten bacak siktir git beni sinirlendirme,PROFANITY
Sen kim kopek,INSULT
amin sictigina bak,PROFANITY
Fransadaki insanlar nezaktli ama bir o kadarda vicdansızlar,RACIST
ayakkabıyın içindeki ayağındaki çorabının götünü sikem,PROFANITY
Kadınlar şeytana pabucunu ters giydirir,SEXIST
kadınlar kocalarının izni olmadan dışarı çıkamazlar,SEXIST
Erkekler namusun tek sahibi ve savunucusu olarak görülür,SEXIST
"Museviler kendi dinlerinden başkasına saygı duymuyorlar, saygısızlık diz boyu",RACIST
ruslar çok samimiyetsiz,RACIST
Kadın dediğin parmağından yüzüğünü çıkarmayacak Başının bağlı olduğu belli olacak,SEXIST
"Erkeklerin işleri daha önemlidir, kadınlar eve bakmalıdır.",SEXIST
Erkek kusursuzdur,SEXIST
Suriyeliler Türk toplumu için ekonomi güvenlik ve sosyal yapı için büyük tehdittirler,RACIST
şu cüceye söyle bize üç çay getirsin,INSULT
Kadinin birincil gorevi kocasina hizmettir,SEXIST
karacigerin beyazlayana kadar en dar deligine sokarim,PROFANITY
Acemi nalbant kürt eşeğinde ener kendını,RACIST
iyice hayvanlaştın,INSULT
"kadın, şeytana pabucunu",SEXIST
Virüslü gibisin,INSULT
Bir kadına bu iş yakışmaz,SEXIST
ben Türk müyüm- de& beni- dışlıyorsunuz,RACIST
Lağım çukurundaki fareler bile senden daha temiz,INSULT
teneke amcuklu karı,PROFANITY
terlikli> orospunun- oğlu,PROFANITY
Bebi seveni ben de seviyorum diğerlerinin amına koyayım,PROFANITY
Bas git belanı bende bulma,INSULT
senin atacağın golün götüne sokayım,PROFANITY
Güvenilmez insansın sen,INSULT
Kadın huzur kaçırır,SEXIST
Amerikalılar köledir,RACIST
okumamış cahil cühela,INSULT
"Çinliler yarasa yer, hep onlar yüzünden bu felaket",RACIST
Bu düşüncesizliği anca bir Türk yapardı,RACIST
şişko patates,INSULT
Dışlanan bir insandı,INSULT
cesaretin bardaktan taşıyor,INSULT
Piçin bebesinden ne> hayır gelir,PROFANITY
ibibik kuşu gibisin,INSULT
Ne bakıyorsun dik dik ananı mı siktik,PROFANITY
gavur amı gibi yanmak,RACIST
mart kedisi gibi miyaklama,INSULT
Şaka mısın,INSULT
cekme anani bacini sikeyim cekme,PROFANITY
Yeterli paran olmadığı için kimse senle evlenmez,INSULT
Allah belanızı versin müslümanlar dininizde bu yok dininizde,RACIST
amına koyaydım da bu günleri görmeyeydim,PROFANITY
ot beyinli,INSULT
yalancı köpek,INSULT
hareketlere bak zartalak,INSULT
Köpek diye dünyaya gelen insan olduğu sonradan anlaşılan amk eğri kafalı orospu çocuğu,PROFANITY
trafikte öküzün biri yine canımı çok sıktı,INSULT
sana küçükken anan emzik yerine baban sikini vermiş maybaşın evladı,PROFANITY
kadınlar erkeklerin önünde yürümemeli,SEXIST
kulağındaki küpeni sikeyim,PROFANITY
Allah kimseyi konyalı insana muhtaç etmesin,RACIST
götünü köpekler siksin,PROFANITY
nasil bir mantiksa kadin evlenmeden iliskiye girerse namuzsuz erkek girerse adam oluyor,SEXIST
Sevdiğim bir kız vardı olmuş bir kahpe,PROFANITY
Erkeklerin beyninin sol yarısı daha aktif olduğu için hayata yönelik daha iyi kararlar alırlar,SEXIST
Telefon hattı olsun ülkede telefon kullanmak yasaklanır,INSULT
Karaktersizlikte seviye atladın,INSULT
amını dengesini siktiğimin manyağı,PROFANITY
senin ben zar gibi anacığının amcıcığına koyayım,PROFANITY
Sabahları yediğin mısır gevreğinin içine koyduğu sütü veren ineğin yediği otu sikeyim,PROFANITY
beyazlar beyazlarla evlenmelidir,RACIST
senin ananı bacını amcanı yengeni halanı enişteni testinden su içenin yolundan geçenin amını götünü sikerim,PROFANITY
kadın değil mi hepsi aynı,SEXIST
şeytan sana ulaşamazsa hayatına bir kadın gönderir,SEXIST
titanik batarken dökülen döl bebesi,PROFANITY
Bu projeyi yürütmek için fazla deneyimsizsin,INSULT
yarağımın başı,PROFANITY
Türbanı hiç söylemiyorum O Arap geleneği Sıkma baş,RACIST
Museviler kapalı zihniyetteler,RACIST
attığın taş buz gibi ananın amı karpuz gibi,PROFANITY
kopya bile çekemeyecek kadar yeteneksiz misin,INSULT
ağzını eşek arıları siksin,PROFANITY
bu gericiler yüzünden İslam ileri gidemiyor,RACIST
Sen bir garip çingenesin telli gümüşlü zurna nene gerek,RACIST
babana travesti binsin,PROFANITY
Kimse seni beğenmez,INSULT
Aynı Ruslar gibi soğuk bir adam,RACIST
seni siker bayıltır işer ayıltırım,PROFANITY
bütün kürtler teröristtir,RACIST
Gavurun tembeline keşiş derler müslüman’ın tembeline ise derviş derler,RACIST
Kadınlar erkekler kadar iş hayatında başarılı olamazlar,SEXIST
kadınlar parasını süse harcar,SEXIST
Hinduların elinden yemek yenmez,RACIST
ne oldu annenden izin alamadın mı,INSULT
Erkeksiz kadın dizginsiz at gibidir,SEXIST
kahramansan hani nerdesin,INSULT
Kız gibi ağlama,SEXIST
kesin erkektir,SEXIST
manyak mısın nesin,INSULT
suriyeliler o kadar rahatlarki nasılsa ceza almıyorum diye herşeyi yapıyorlar,RACIST
Senin gibi anne olmaz olsun,INSULT
Kadın işlerine karışma,SEXIST
çüksüz piç,PROFANITY
Savaş olsa senin gibi korkakları ülke yanına almaz,INSULT
gerizekalı mal,INSULT
Anasını bacısını siktiğimin dünyasına bak,PROFANITY
orospunun motoru,PROFANITY
Ten rengi koyu olan insanlar daha= duyarlıdır<,RACIST
Erkek karısından az maaş alırsa o evde ne huzur kalır ne mutluluk ne de saygı,SEXIST
Avrat malı kapı mandalı,SEXIST
İzmirlilerin yaptığı gibi buna da mı başka isim vereceksin,RACIST
Kız kucakta çeyiz bucakta,SEXIST
Uff ne kafa ütüledin sende,INSULT
Taşa sürttüm az geldi mala vurdum kan geldi,PROFANITY
sadrazam taşşağı,PROFANITY
"Çok tayvanlı gibi duruyorsun, ne olduğun belli değil",RACIST
seni sikime bile takmam,PROFANITY
Çalışmayan erkekten yumurta yumurtlayan tavuk yeğdir,SEXIST
erkek iffetli olacak,SEXIST
adamlara sik sıvazlatan kadın,PROFANITY
hristiyanlar namuslu değildir,RACIST
Almanların ırkçılığı dünyada eşi benzeri görülmemiş türdendir,RACIST
çocuğumun Suriyelilerle dolu bir sınıfta olmasını istemiyorum,RACIST
Kimse için bir anlam ifade etmiyorsun,INSULT
avrat dediğin gün doğmadan kalkar,SEXIST
cehaletin cahili cosmus,INSULT
yılın adamı seçildi,SEXIST
Amk Kürdü,RACIST
Kadın kısmı da her işe atlamasın ya.,SEXIST
Macarlar karma bir ırktır,RACIST
uyku perinin kanatlarına sokayım,PROFANITY
Kadına inanan kendini= aldatır İnanmayan& da< kadını aldatır,SEXIST
Erken kalkmayan avrat mı olur,SEXIST
Zenginlerle fakirler aynı yerde yaşamamalıdır,INSULT
Mersin- Araplara mezar. olacak=,RACIST
"çirkin, karakterli",INSULT
kadından ego şoförümü olurmuş,SEXIST
Evlat olsan inan seni sevmezdi bu yüce kalbim,INSULT
Erkek isinden kadin ne anlar,SEXIST
Dua et kadınsın benim gibi adamla boy ölçüşemezsin,SEXIST
Bilimi sadece erkekler yapabilir,SEXIST
Gittiğin yollar yol değil o yollar bir tarafına girsin,PROFANITY
Her şeyin en kötüsüne layıksın,INSULT
Sen ne zaman adam olacaksın,SEXIST
seni getiren uçağın iniş takımlarını sikeyim,PROFANITY
erkek dediğin eve para getiriri,SEXIST
kadın evi ve evlatları ile ilgilenmelidir,SEXIST
senin yaptığını Çorumlu yapmaz,RACIST
Ayıdan post araptan dost olmaz,RACIST
Kim çağırdı bu beslemeyi,INSULT
erkekler spordan başka ne bilir,SEXIST
Ağıza bak ağıza sanki bir mağaza,INSULT
Erkekler tek eşli olmamalıdır,SEXIST
İslam Birliği Müslüman birliğidir orada Hristiyanlara yer yokturç,RACIST
Arapça seslenirsek bizi kurtarmazlar diye düşündük,RACIST
soysuz araplar,RACIST
Erkek cocuk aslandir aslan,SEXIST
Karı gibi dırdır etme,SEXIST
Senin ben götüne merdane sokayım,PROFANITY
halay çekerken hepinizin tek tek amına koyarım,PROFANITY
Bir erkek dünyası olabilir ancak erkekler kadınlar tarafından kolayca kontrol edilir,SEXIST
gel gidelim hamama otur benim kamama daha sikerdim ama götün olmuş yalama,PROFANITY
ananın amını modeme bağlıyım tüm dünya siksin,PROFANITY
İlk o yazsın diye diye hepsini evlendirdik amına koyum,PROFANITY
kürtten bir insan dost olduğu nerede görülmüş,RACIST
bok çuvalından farkın yok oturduğun yerden kalkamıyorsun,PROFANITY
Geçen bi dizide evcil hayvana ihtiyaç varmış seni önerdim,INSULT
sen neyi halledersin ki zaten,INSULT
travesti misin lan,PROFANITY
çok basit bir şeyi bille yapamıyorsun,INSULT
seni zincire vursalar kilidyle oynaşırsın öyle orospusun,PROFANITY
oğlanı her kadın doğuramaz,SEXIST
Fakirin karnı doyunca siki kalkar,PROFANITY
kadınlar okuyunca kendilerini bişi sanıyor,SEXIST
Kadın iş hayatında olmamalıdır,SEXIST
kadın dediğin dayak da yemeli,SEXIST
Kürtler körler de nefret edebilsin diye kötü kokar,RACIST
Öyle bir korkaksın ki kendi başının çaresine bile bakamadın,INSULT
eski okulunda çok fazla Suriyeli olduğundan okulunu değiştirdik,RACIST
ayılar sikişirken ormana girilmez,PROFANITY
çingenede kapaklı sahan olmaz,RACIST
Senin gibi seviyesiz insanlarla muhattap olmuyorum,INSULT
Amına koduğumun çocuğu önüne baksana,PROFANITY
mal insan diyeceğim de mala hakaret mi etmiş olurum bilemedim,INSULT
şu Araplar çalıyor mu çırpıyor mu ne yapıyorlarsa hep zengin çıkıyorlar,RACIST
amcık hoşafı,PROFANITY
Katolikler Ortodokslara göre daha tutucudurlar,RACIST
ananin lesini sikerim,PROFANITY
Bir kere de benim için çabaka amına koyduğumun çoçuğu,PROFANITY
erkek değil mi tersten anlar,SEXIST
napıyorsun Kürt gibi baltaya saat mi onaracaksın?,RACIST
kapçık ağızlı,PROFANITY
Türkler Avrupadaki işlerde yükselemez,RACIST
kız aklına uyup geldik,SEXIST
alman ananın amına koyayım orospu yavrusu,PROFANITY
sikimin ucuna değmezsin,PROFANITY
ağzından yalan taşıyor,INSULT
Karı gibi ağlamak sana yakışmadı evlat,SEXIST
kadınlara söz hakkı tanımayacaksın,SEXIST
kadınler erkekleri yoldan çıkarır,SEXIST
kendini götünü sik helada,PROFANITY
Hayatımıza giren virüsler hep çinlilerin her bulduklarını yemesinden kaynaklı,RACIST
ne fare gibi cıyaklıyorsun,INSULT
"küpe takan erkek, erkek değildir",SEXIST
ben senin avradını sikeyim,PROFANITY
bu yanındaki lavuk nereden çıktı,INSULT
insan yerine koyup adam sandim,SEXIST
Çingene beygire binmiş paşa oldum sanmış,RACIST
Müslümanlar hırsızlık peşinde,RACIST
Gördüğüm en ezik insan,INSULT
yunana güveneceğine yahudiye güven,RACIST
Kurtler gibi konusuyosun,RACIST
leş kargası gibisin,INSULT
ebesinin kıllı amcığına sağlı soğlu soktuğumun evladı,PROFANITY
Kime yandığın belli değil senin,INSULT
anlattıklarımı dinlemiyor bön bön yüzüme bakıyorsun,INSULT
Bunak yaşlılar gibi hiç bişeyler hatırlamıyorsun,INSULT
erkek evde otursun cocuk baksin,SEXIST
yarağımın kurma kolu,PROFANITY
Sirtten geliyorsun kürtsündür kesin,RACIST
beynini götüne kim nakletti,PROFANITY
Sokak lambası gibisin aynı,INSULT
Senin yedi ceddini sikerim dürzü,PROFANITY
Boktan bir sünyada yaşıyoruz işte,PROFANITY
şimdi bir şey derdim de neyse kızsın,SEXIST
çük kadar boyun var,INSULT
Götünü siktiğimin iblisi bile bu küfürler yüzünden böyle günaha girmedi,PROFANITY
Erkek misin sen be,SEXIST
Kadınlar gece sokağa çıkamaz,SEXIST
Seni taniyan yok neden buradasin,INSULT
öyle bir dil var ki sende karşındakini yılan gibi zehirliyorsun,INSULT
Kiz evde olsada elden sayilir,SEXIST
edepsiz mahluk seni,INSULT
esek cobani herif,INSULT
erkek olsan kadının etek altına saklanmazsın,SEXIST
Doğru yoldan gittin bi sikim olmadı,PROFANITY
Kadın özgür değildir,SEXIST
Hiç yeteneğin yok,INSULT
Kadınlar üzerine kadın alındığı zaman sesini çıkarmamalıdır,SEXIST
kadınların tek işi evidir çalışıp ne yapacak,SEXIST
yaşam telaşınızı sikiyim,PROFANITY
Bir zenci beyazlardan nefret ettiklerini kulaklarımla duydum,RACIST
Midesiz gibi yaptıklarını kabul etmiyeceksin değil mi,INSULT
kocam siksin seni,PROFANITY
seni bi sikerim şeytan bile unutamaz,PROFANITY
kızsın sen doğru düzgün otur,SEXIST
Erkek adam hiçbir şeyden korkmaz,SEXIST
Siktiğimn geceleri çok ağır geliyor,PROFANITY
Karanlıkta zencileri gören var mı,RACIST
gel seninle erkekçe dövüşelim,SEXIST
Oksijen ısrafısın yazık sana,INSULT
sen de yalan ya bütün doğrularının götüne koyayım,PROFANITY
İsrail mallarını kullanmayın,RACIST
Dost ile içilen rakı helal puşt ile içilen su bile haramdır,PROFANITY
kızını dövmeyen dizini döver,SEXIST
Senin alnına am yazar kafa tasını delene kadar sikerim,PROFANITY
Mülteciler sözde din kardeşimiz hırsızlıkta yağmacılıkta başı çekiyorlar,RACIST
Hödük ya insanlarla nasıl davranacağını bilmiyor,INSULT
"avrat gibi düşman olmaz güler bildirmez köpek= gibi dost. olmaz, ulur bildirmez",SEXIST
karılara benzemişsin,SEXIST
kaz kafalı,INSULT
Narsist bir adamsın senden hiçbişey beklemiyorum,INSULT
kızını dövmeyen dizini döver derler,SEXIST
Rum dölü seni,RACIST
gelir sana şohben takar bide üsüne dilini bogazını skerim,PROFANITY
bir gün gelecek oldurmedigim her bir yahudi için bana küfür edeceksiniz,RACIST
Evlatlık olsan alınmazsın,INSULT
Bütün pezevenkler yarrak yesin,PROFANITY
Mal bulmuş Mağribi gibi davranma,RACIST
beyinin yanında hanımına laf söylemek düşmez,SEXIST
Ananin amina koyayim,PROFANITY
Öyle güçlü bir adam ki sikiyle ceviz kırar,PROFANITY
kadının emekleri görünmüyor,SEXIST
Kadın dediğin yok- akademiymiş< yok meslekmiş& diye> vırvır& yapmayacak,SEXIST
Senin gibi kahpe insanı gözüm görmesin,INSULT
mahlukatın bozuk,INSULT
Deprem bile kürtlere olan nefreti dindirmiyor,RACIST
Kadınlar yöneticiliğe layık değildir,SEXIST
Kadını sırdaş eden tellal aramaz,SEXIST
Rus kadınların Antalyaya gelme sebebi belli,RACIST
Kadının yönetiği evde mutluluk olmaz,SEXIST
Eşşoğlueşşek tam bir götü gevşek,PROFANITY
Kız alan gözle bakmasın kulak ile işitsin,SEXIST
Suriyeli bir öğrenci ile benim çocuğum aynı sınıfta okuyamaz,RACIST
İftiracı bir kaç kişi kırmızı paltolu kişinin üstüne doğru gidiyordu,INSULT
Çok komik tavırları olduğu için onunla arkadaş olmadık,INSULT
ailen yarrağıma bağımlı,PROFANITY
doğru yürü ayağını sikerim,PROFANITY
ne şerefsizler var şu hayatta,INSULT
Hayırlısı kız evlat tek gider çift gelir,SEXIST
zenciler fakirdir,RACIST
Türk'ün domuz etine baktığı gibi ne biçim bakıyorsun öyle,RACIST
Ne çenesi düşük kadınmış 2 saat oldu susmadı,INSULT
Yarak kürek işler bunlar,PROFANITY
Ağlak bebe,INSULT
fuhuş canavarı,INSULT
japon ırkının kadınları 3sınıf görmesine katlanamıyorum,RACIST
kimse senin minik beyninle muhattap olmak istemiyor,INSULT
keline de gunes kremi suruyor musun,INSULT
allahın belası ibne varlık,PROFANITY
Suriyeli insanlar dünyadaki en yüzsüz mülteci topluluğu olabilirler,RACIST
kadınlar çok para harcar,SEXIST
seni otobanda satarım,INSULT
Asıl barbarlar Avrupalılardır ve en barbarı İngilizlerdir.,RACIST
yapamayacağını biliyordum,INSULT
Kadın dediğin cilveli olur,SEXIST
Senin gibi aşağılık insanlar hakkında konuşmak istemiyorum,INSULT
ben mi seni adam edicem,SEXIST
sendeki kalp bizdeki dinazor taşşağı değil mi,PROFANITY
Senin ben atanı sikeyim,PROFANITY
Piçlik yapma o dönem böyle dememiştin,PROFANITY
Kadın dediğin temiz olur,SEXIST
Adamlık bende kalsın karılara uymayacağım,SEXIST
ne cırtlak bi sese sahipsin,INSULT
amı pörsümüş hala erkek arıyor,PROFANITY
Peyniri deri kadını erkeği saklar,SEXIST
Kadın spor yapamaz,SEXIST
öyle bir yaygara kopardı ki sanırsın evi yanan Ermeni'ydi,RACIST
kızsın sen ağzına hiç yakışıyor mu,SEXIST
senin amını ayak başparmağımla karıştırırım,PROFANITY
Boyun çok kısa cüce,INSULT
sesi çıkmayan adam mı olur,SEXIST
dul kadınsın bir ihtiyacın olur,SEXIST
duba gibisin kapıdan sığmıyorsun,INSULT
beynin bassa ders çalışırsın,INSULT
Yalanını sikeyim,PROFANITY
Gençlerin önünü keserek eğitim hayatını zedeleyerek yurtlara suriyeleri yerleştirmek ne demek ya,RACIST
Oğlan çocukları ödül kız çocukları cezadır,SEXIST
sik kırığı,PROFANITY
afganlar ülkemi terk etsin,RACIST
cibiliyeti orospularla dolu kevaşe,PROFANITY
Erkek tabii hakkidir dover de sever de sover de,SEXIST
gamzendeki çukuru sikeyim,PROFANITY
ağzın kokuyor,INSULT
Senin gibi fakirlerle uğraşmak çok zor.,INSULT
Burun kürtlerin kimliğidir,RACIST
kadın tek dayaktan anlar,SEXIST
kır. dizini otur= evinde be. kadın,SEXIST
kadının iyisi döşeğinden belli olur,SEXIST
Rezil gozukuyorsun,INSULT
altına sıçmış gibi yürüme,INSULT
Kadınların evlendikten sonra kızlık soyadını kullanmaları saçmadır,SEXIST
Kadınsız hane kuşsuz kafese benzer,SEXIST
kürdün yağı çok olursa hem yer hem yüzüne sürer,RACIST
Aptal bi adam sevdiğinin değerini bilemeyecek kadar aptaldır,INSULT
zübük zade,INSULT
Senin tipini sikerim yelloz,PROFANITY
bugün yediğin hurmalar yarın kıçını kurcalar,PROFANITY
kadın kocasının hizmetçisidir,SEXIST
Seni öyle bir sikerim ki bütün tüyün kılın dökülür hasta kuşlar misali cıscıbıldak kalırsın,PROFANITY
Fahişelerin ağzı yağdan daha kaygandır,PROFANITY
grubun çürük elması da bu,INSULT
bu aşağılık insana artık akıl ermiyor,INSULT
herkes sana acıyor,INSULT
yamuk yapma yetime gelir koyar götüne,PROFANITY
Madem gireceğiz kabire sikişelim habire,PROFANITY
kokuşmuş suratlı,INSULT
Karı gibi saçını uzatmışsın bir etek giymediğin kalmış,SEXIST
Buyurmadan tutan evlat çağırmadan kalkan avrat,SEXIST
saçların süpürge gibi olmuş,INSULT
İnadı lazlara çekmiş,RACIST
erkek işten geldikten sonra ev işine dokunmaz,SEXIST
karıncayı sikip belini incitmemek,PROFANITY
erkeğin günahı- eşikte kalır kadınınki& içeri girer-,SEXIST
At= yarrağı,PROFANITY
Suyunuz mu yok evde pislik gibisin,INSULT
Mademki Ermeni istemeden vermeli,RACIST
kırk yaşına gelmişsin halen çocuk gibisin,INSULT
Amın çocuğu,PROFANITY
ne bakıyorsun be muhallebi çocuğu,INSULT
Rus kadınlar güzel vakit geçirirsin fakat sen sen ol hiç bir zaman güvenme,RACIST
Yahudiler kendilerine peygamber gönderilen ve o peygamberleri katleden katillerdir,RACIST
Çok çirkinsin seni sevmiyorum artık,INSULT
orospunun sıçtığı,PROFANITY
Çok korkunçsun ama bunun farkında değilsin galiba,INSULT
anasi neyse danasida odur,SEXIST
bu banka sadece beyazlar oturabilir,RACIST
kadınların verdiği sözlere inanmayacaksın,SEXIST
ebenin ta amına koyayım,PROFANITY
Bu Ermeni dölüyle işim olmaz,RACIST
beceriksizlik bir marka olsaydi sen 1 numara olurdun,INSULT
tecavüzcü coşkunlar gibi bakıp durma,INSULT
Bunların da saçı uzun aklı kısa,SEXIST
